"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBaths","Remod","HAge","NewH","TotalSqFt","TotalPorchSF","Id"
"2815","1 story 1945 & older","RL",65,17529,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1924,1950,"Gable","CompShg","BrkFace","Wd Sdng",2,65,3,3,"BrkTil",3,3,1,1,0,1,0,872,872,"GasA",2,0,"FuseF",872,0,0,872,0,0,1,0,2,1,2,5,4,1,4,"Detchd",1924,1,1,322,2,2,0,0,0,116,0,0,0,0,"None","None",0,"4","2006","WD","Normal",NA,1,1,56,0,1744,116,2815
"2816","1 story 1946 & newer","RL",86,20355,1,"None",3,"Low","Inside",1,"ClearCr","Norm","Norm","1Fam","1Story",7,6,1967,1967,"Gable","Tar&Grv","Plywood","Plywood",1,123,3,3,"CBlock",4,3,3,3,810,5,826,229,1865,"GasA",3,1,"SBrkr",1830,0,0,1830,1,0,1,0,2,1,3,6,7,2,4,"Attchd",1967,1,2,521,3,3,2,0,115,168,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,2,0,39,0,3695,283,2816
"2817","1 story 1946 & newer","RL",87,13050,1,"None",3,"Low","Inside",1,"ClearCr","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Flat","Tar&Grv","WdShing","Wd Shng",0,0,3,3,"CBlock",4,3,3,3,104,5,850,46,1000,"GasA",5,1,"SBrkr",1000,0,0,1000,1,0,1,0,1,1,3,4,7,2,3,"Attchd",1993,1,2,575,3,3,2,238,0,148,0,0,0,0,"None","None",0,"4","2006","WD","Normal",NA,2,0,43,0,2000,148,2817
"2818","split foyer","RL",72,10820,1,"None",3,"Lvl","Corner",2,"Sawyer","Feedr","Norm","1Fam","SFoyer",5,7,1971,1972,"Gable","CompShg","HdBoard","HdBoard",1,153,3,3,"PConc",4,3,3,6,535,3,159,88,782,"GasA",5,1,"SBrkr",810,0,0,810,1,0,1,0,2,1,3,4,7,0,0,"Detchd",1973,1,2,576,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"6","2006","WD","Normal",NA,2,1,34,0,1592,0,2818
"2819","1.5 story PUD all ages","RL",36,1700,1,"None",3,"HLS","Inside",2,"ClearCr","Norm","Norm","Twnhs","1.5Fin",7,5,1980,1981,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,2,6,397,1,0,33,430,"GasA",3,1,"SBrkr",880,680,140,1700,1,0,2,1,2,1,4,7,7,0,0,"Basment",1980,3,1,450,4,3,2,188,36,0,0,200,0,0,"None","None",0,"4","2006","WD","Normal",NA,3.5,1,25,0,2130,236,2819
"2820","1 story 1946 & newer","RL",75,9375,1,"None",3,"Lvl","Corner",2,"Edwards","Norm","Norm","1Fam","1Story",4,5,1954,1954,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"CBlock",3,3,1,3,799,1,0,168,967,"GasA",5,1,"SBrkr",1350,0,0,1350,0,0,1,1,3,1,3,6,7,1,4,"Attchd",1954,2,2,504,3,3,2,237,0,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,1.5,0,52,0,2317,0,2820
"2821","1.5 story fin all ages","RL",62,6488,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",5,5,1942,1950,"Gable","CompShg","BrkFace","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,2,230,1,0,569,799,"GasA",5,0,"FuseA",799,351,0,1150,0,0,1,0,3,1,3,6,4,2,3,"BuiltIn",1942,1,1,215,3,3,2,264,0,0,0,0,0,0,"None","None",0,"3","2006","WD","Family",NA,1,1,56,0,1949,0,2821
"2822","2 story 1945 & older","RL",114,19950,1,"None",3,"Lvl","Corner",2,"Edwards","Norm","Norm","1Fam","2Story",6,7,1928,1950,"Gable","CompShg","WdShing","Plywood",0,0,3,3,"PConc",3,3,1,1,0,1,0,672,672,"GasA",5,1,"SBrkr",1337,672,0,2009,0,0,2,0,4,1,3,8,7,2,4,"2Types",1928,1,3,795,3,3,1,0,42,0,0,180,0,0,"None","None",0,"12","2006","WD","Normal",NA,2,1,56,0,2681,222,2822
"2823","2.5 story all ages","RL",60,19800,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","2.5Unf",6,8,1935,1990,"Gable","CompShg","BrkFace","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,3,425,1,0,1411,1836,"GasA",4,1,"SBrkr",1836,1836,0,3672,0,0,3,1,5,1,4,7,7,2,4,"Detchd",1993,1,2,836,3,3,2,684,80,32,0,0,0,0,"None","None",0,"12","2006","WD","Normal",NA,3.5,1,16,0,5508,112,2823
"2824","split/multi level","RL",78,11679,1,"None",2,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","SLvl",5,5,1962,1962,"Gable","CompShg","Plywood","Plywood",2,96,3,3,"CBlock",3,3,4,5,612,3,1164,0,1776,"GasA",5,1,"SBrkr",1560,0,0,1560,0,1,2,0,3,1,3,6,5,1,2,"Attchd",1962,3,2,528,3,3,2,453,253,144,0,0,0,0,"MnPrv","None",0,"5","2006","WD","Normal",NA,2.5,0,44,0,3336,397,2824
"2825","1 story 1946 & newer","RL",80,12048,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",5,6,1952,2002,"Gable","CompShg","Wd Sdng","Wd Sdng",1,232,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",4,1,"SBrkr",1488,0,0,1488,0,0,1,0,3,1,3,7,7,1,5,"Attchd",2002,2,2,569,3,3,2,0,189,36,0,348,0,0,"None","None",0,"4","2006","WD","Normal",NA,1,1,4,0,1488,573,2825
"2826","1 story 1946 & newer","RL",70,10519,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",5,8,1955,1999,"Hip","CompShg","MetalSd","MetalSd",2,164,3,3,"CBlock",3,3,2,1,0,1,0,1057,1057,"GasA",4,1,"SBrkr",1057,0,0,1057,0,1,1,0,3,1,4,6,7,0,0,"Attchd",1955,1,1,288,3,3,2,0,0,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",NA,1.5,1,7,0,2114,0,2826
"2827","1.5 story fin all ages","RL",75,9525,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",6,5,1953,1953,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,2,468,1,0,532,1000,"GasA",3,1,"SBrkr",1068,541,0,1609,0,0,1,1,5,1,3,7,7,0,0,"Attchd",1953,1,1,305,2,3,2,0,0,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,1.5,0,53,0,2609,0,2827
"2828","2 story 1946 & newer","RL",88,12128,1,"None",2,"Bnk","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",6,4,1989,1989,"Gable","CompShg","HdBoard","HdBoard",1,232,4,3,"CBlock",4,3,1,5,549,1,0,319,868,"GasA",5,1,"SBrkr",1313,1246,0,2559,0,0,2,1,4,1,5,9,7,1,3,"Attchd",1989,2,2,506,3,3,2,0,245,0,0,168,0,0,"MnPrv","None",0,"11","2006","WD","Abnorml",NA,2.5,0,17,0,3427,413,2828
"2829","duplex all style/age","RL",73,9069,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","Duplex","SFoyer",6,8,1993,1993,"Gable","CompShg","HdBoard","HdBoard",0,0,4,4,"PConc",4,3,3,2,261,6,1083,0,1344,"GasA",4,1,"SBrkr",1440,0,0,1440,2,0,2,0,2,2,4,8,7,0,0,"Attchd",1993,1,4,920,3,3,2,288,0,0,0,0,0,0,"None","None",0,"4","2006","WD","Normal",NA,4,0,13,0,2784,0,2829
"2830","2 story 1946 & newer","RL",133,11003,1,"None",1,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,1308,1308,"GasA",5,1,"SBrkr",1308,568,0,1876,0,0,2,1,3,1,4,7,7,0,0,"BuiltIn",2005,2,3,848,3,3,2,0,40,0,0,0,0,0,"None","None",0,"7","2006","New","Partial",NA,2.5,1,0,0,3184,40,2830
"2831","1 story 1946 & newer","RL",64,7488,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,3,6,393,1,0,815,1208,"GasA",5,1,"SBrkr",1208,0,0,1208,0,0,2,0,2,1,4,6,7,0,0,"Attchd",2005,2,2,632,3,3,2,105,58,0,0,0,0,0,"None","None",0,"2","2006","WD","Abnorml",NA,2,0,1,0,2416,58,2831
"2832","1 story 1946 & newer","RL",90,13377,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",6,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,1576,1,0,260,1836,"GasA",4,1,"SBrkr",1846,0,0,1846,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2006,2,2,495,3,3,2,0,32,0,0,0,0,0,"None","None",0,"7","2006","New","Partial",NA,3,0,0,1,3682,32,2832
"2833","1 story 1946 & newer","RL",78,11645,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd",1,198,4,3,"PConc",5,3,4,6,1122,1,0,448,1570,"GasA",5,1,"SBrkr",1590,0,0,1590,1,0,2,1,2,1,5,6,7,0,0,"Attchd",2005,3,3,754,3,3,2,176,80,0,0,0,0,0,"None","None",0,"8","2006","New","Partial",NA,3.5,1,0,0,3160,80,2833
"2834","2 story 1946 & newer","RL",91,10984,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,4,1,0,1,0,945,945,"GasA",5,1,"SBrkr",945,864,0,1809,0,0,2,1,3,1,4,8,7,0,0,"Attchd",2005,2,2,638,3,3,2,144,54,0,0,0,0,0,"None","None",0,"5","2006","New","Partial",NA,2.5,1,0,0,2754,54,2834
"2835","1 story 1946 & newer","RL",78,9316,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",1,140,4,3,"PConc",4,3,4,6,56,1,0,1558,1614,"GasA",5,1,"SBrkr",1614,0,0,1614,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2005,3,2,576,3,3,2,100,45,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",NA,2,0,1,0,3228,45,2835
"2836","2 story 1946 & newer","RL",78,9316,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",1,532,4,3,"PConc",4,3,3,1,0,1,0,784,784,"GasA",5,1,"SBrkr",784,812,0,1596,0,0,2,1,3,1,4,6,7,0,0,"Attchd",2005,2,2,610,3,3,2,144,45,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,2.5,0,1,0,2380,45,2836
"2837","1 story 1946 & newer","RL",80,12000,1,"None",3,"Lvl","Inside",2,"ClearCr","Norm","Norm","1Fam","1Story",6,5,1968,1968,"Gable","CompShg","Plywood","Plywood",0,0,3,2,"CBlock",4,2,1,2,853,1,0,535,1388,"GasA",4,1,"SBrkr",1388,0,0,1388,1,0,2,0,3,1,3,6,7,1,1,"Attchd",1968,2,2,522,3,3,2,0,58,0,0,0,0,0,"None","None",0,"7","2006","COD","Abnorml",NA,3,0,38,0,2776,58,2837
"2838","1 story 1946 & newer","RL",95,13015,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1996,1996,"Gable","CompShg","VinylSd","VinylSd",0,0,3,4,"PConc",4,3,1,1,0,1,0,1100,1100,"GasA",5,1,"SBrkr",1100,0,0,1100,0,0,1,1,3,1,3,5,7,0,0,"Attchd",1996,2,2,462,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,1.5,0,10,0,2200,0,2838
"2839","2 story 1946 & newer","RL",65,12438,1,"None",2,"Lvl","Inside",2,"CollgCr","PosN","Norm","1Fam","2Story",6,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd",1,68,4,3,"PConc",4,3,1,1,0,1,0,781,781,"GasA",5,1,"SBrkr",795,704,0,1499,0,0,2,1,3,1,4,6,7,1,3,"Attchd",1995,2,2,473,3,3,2,413,91,0,0,0,0,0,"None","None",0,"8","2006","WD","Normal",NA,2.5,0,11,0,2280,91,2839
"2840","1 story 1946 & newer","RL",41,8685,1,"None",2,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,2,6,846,1,0,579,1425,"GasA",5,1,"SBrkr",1425,0,0,1425,1,0,2,0,3,1,3,5,7,0,0,"Attchd",1998,2,2,591,3,3,2,0,130,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",NA,3,0,8,0,2850,130,2840
"2841","2 story 1946 & newer","RL",68,9272,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,500,1,0,342,842,"GasA",5,1,"SBrkr",856,893,0,1749,0,0,2,1,3,1,4,7,7,0,0,"Attchd",1999,2,2,515,3,3,2,140,85,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,2.5,0,7,0,2591,85,2841
"2842","2 story 1946 & newer","RL",72,13426,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,2,6,894,1,0,57,951,"GasA",5,1,"SBrkr",951,828,0,1779,1,0,2,1,3,1,4,7,7,1,3,"Attchd",1999,3,2,586,3,3,2,208,107,0,0,0,0,0,"None","None",0,"9","2006","WD","Normal",NA,3.5,1,6,0,2730,107,2842
"2843","2 story 1946 & newer","RL",50,8340,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",6,6,1977,1977,"Gable","CompShg","HdBoard","Plywood",1,62,3,3,"CBlock",4,3,3,6,509,1,0,166,675,"GasA",3,1,"SBrkr",686,702,0,1388,0,0,1,1,3,1,3,6,7,0,0,"Attchd",1977,1,1,317,3,3,2,406,36,0,0,0,0,0,"None","None",0,"12","2006","WD","Normal",NA,1.5,0,29,0,2063,36,2843
"2844","split/multi level","RL",42,10385,1,"None",2,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard",1,123,3,3,"CBlock",3,4,3,5,595,2,400,0,995,"GasA",3,1,"SBrkr",1282,0,0,1282,0,1,2,0,3,1,3,6,7,0,0,"Detchd",1989,1,3,672,2,3,2,386,0,0,0,0,0,0,"None","None",0,"4","2006","WD","Normal",NA,2.5,0,28,0,2277,0,2844
"2845","1 story 1946 & newer","RL",60,7200,1,"None",3,"Low","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",5,8,1972,1972,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,1,4,437,1,0,427,864,"GasA",5,1,"SBrkr",864,0,0,864,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1977,1,1,297,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"3","2006","WD","Normal",NA,1,0,34,0,1728,0,2845
"2846","2 story 1946 & newer","RL",91,9930,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",1,199,4,3,"PConc",4,3,1,6,456,1,0,370,826,"GasA",5,1,"SBrkr",878,884,0,1762,0,0,2,1,3,1,4,6,7,0,0,"Attchd",2002,3,2,591,3,3,2,320,54,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,2.5,0,4,0,2588,54,2846
"2847","2 story 1946 & newer","RL",45,9468,1,"None",1,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","2Story",6,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd",1,148,3,3,"PConc",4,3,2,6,639,1,0,201,840,"GasA",5,1,"SBrkr",840,915,0,1755,1,0,2,1,3,1,3,7,7,1,3,"Attchd",1999,2,2,530,3,3,2,176,73,0,0,0,0,0,"None","None",0,"8","2006","WD","Normal",NA,3.5,0,7,0,2595,73,2847
"2848","1 story 1946 & newer","RL",63,11088,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","Stucco","Stucco",0,0,4,3,"PConc",4,3,1,6,872,1,0,476,1348,"GasA",5,1,"SBrkr",1358,0,0,1358,1,0,1,1,1,1,4,5,7,1,3,"Attchd",2002,1,2,418,3,3,2,68,166,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",NA,2.5,0,4,0,2706,166,2848
"2849","2 story 1946 & newer","RL",70,8726,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,872,872,"GasA",5,1,"SBrkr",872,1037,0,1909,0,0,2,1,4,1,4,8,7,0,0,"BuiltIn",2002,2,2,529,3,3,2,0,108,0,0,0,0,0,"None","None",0,"9","2006","WD","Normal",NA,2.5,0,4,0,2781,108,2849
"2850","2 story 1946 & newer","RL",67,10566,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd",1,261,4,3,"PConc",4,3,3,6,920,1,0,170,1090,"GasA",5,1,"SBrkr",1090,1124,0,2214,1,0,2,1,3,1,4,8,7,1,3,"Attchd",1999,3,3,646,3,3,2,197,80,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,3.5,0,7,0,3304,80,2850
"2851","2 story 1946 & newer","RL",98,21533,1,"None",1,"Lvl","FR2",2,"CollgCr","Feedr","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,1065,1065,"GasA",5,1,"SBrkr",1065,984,0,2049,0,0,2,1,4,1,4,9,7,1,3,"Attchd",1997,1,2,467,3,3,2,120,48,0,0,0,0,0,"None","None",0,"8","2006","WD","Normal",NA,2.5,1,9,0,3114,48,2851
"2852","2 story 1946 & newer","RL",90,11250,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",1,227,3,3,"PConc",4,3,2,5,796,1,0,258,1054,"GasA",5,1,"SBrkr",1070,869,0,1939,0,1,2,1,3,1,4,8,7,1,3,"Attchd",1998,2,3,555,3,3,2,128,84,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",NA,3,0,8,0,2993,84,2852
"2853","2 story 1946 & newer","RL",90,11250,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1995,1996,"Gable","CompShg","VinylSd","VinylSd",0,0,4,4,"PConc",4,4,3,6,685,1,0,245,930,"GasA",5,1,"SBrkr",950,1045,0,1995,1,0,2,1,4,1,4,8,7,1,3,"Attchd",1995,2,2,610,3,3,2,275,170,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",NA,3.5,1,10,0,2925,170,2853
"2854","1 story PUD 1946 & newer","RM",37,4435,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",1,170,4,3,"PConc",4,3,3,6,717,1,0,131,848,"GasA",5,1,"SBrkr",848,0,0,848,1,0,1,0,1,1,4,4,7,0,0,"Attchd",2003,3,2,420,3,3,2,140,0,0,0,0,0,0,"None","None",0,"4","2006","WD","Normal",NA,2,0,3,0,1696,0,2854
"2855","1 story 1946 & newer","RL",70,8810,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,6,1000,1,0,390,1390,"GasA",5,1,"SBrkr",1390,0,0,1390,1,0,2,0,3,1,4,7,7,0,0,"Attchd",2003,2,2,545,3,3,2,0,68,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",NA,3,0,3,0,2780,68,2855
"2856","2 story 1946 & newer","RL",74,8581,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,4,2,1,0,1,0,851,851,"GasA",5,1,"SBrkr",851,886,0,1737,0,0,2,1,3,1,4,7,7,0,0,"Attchd",2006,2,2,578,3,3,2,0,105,0,0,0,0,0,"None","None",0,"8","2006","New","Partial",NA,2.5,0,0,1,2588,105,2856
"2857","2 story 1946 & newer","RL",70,8400,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,3,1,0,1,0,784,784,"GasA",5,1,"SBrkr",784,827,0,1611,0,0,2,1,3,1,4,6,7,0,0,"Attchd",2005,2,2,572,3,3,2,144,36,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",NA,2.5,0,1,0,2395,36,2857
"2858","1 story 1946 & newer","RL",65,8772,1,"None",3,"Lvl","FR2",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,2,6,996,1,0,340,1336,"GasA",5,1,"SBrkr",1336,0,0,1336,1,0,2,0,3,1,4,6,7,0,0,"Attchd",2005,1,2,502,3,3,2,136,43,0,0,0,0,0,"None","None",0,"9","2006","New","Partial",NA,3,1,0,0,2672,43,2858
"2859","2 story 1945 & older","RL",67,8777,1,"None",3,"Bnk","Inside",2,"Edwards","Feedr","Norm","1Fam","2Story",4,6,1910,2000,"Gable","CompShg","Plywood","Plywood",0,0,3,4,"CBlock",4,3,1,3,173,4,337,166,676,"GasA",4,1,"SBrkr",760,676,0,1436,1,0,2,0,3,1,3,6,6,0,0,"Attchd",1950,1,2,528,3,3,2,147,0,0,0,0,0,0,"None","Shed",420,"10","2006","WD","Normal",NA,3,1,6,0,2112,0,2859
"2860","duplex all style/age","RL",38,7840,1,"None",2,"Lvl","CulDSac",2,"Edwards","Norm","Norm","Duplex","SFoyer",6,5,1975,1975,"Flat","Tar&Grv","Plywood","Wd Shng",1,355,3,3,"CBlock",4,3,4,6,976,1,0,0,976,"GasA",3,1,"SBrkr",1012,0,0,1012,0,2,2,0,4,0,3,4,7,0,0,"No Garage",1975,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"10","2006","WD","AdjLand",NA,3,0,31,0,1988,0,2860
"2861","1 story 1946 & newer","RL",73,16133,1,"None",3,"HLS","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",5,4,1969,1969,"Gable","CompShg","HdBoard","Plywood",0,0,3,3,"CBlock",4,3,2,5,847,1,0,329,1176,"GasA",3,1,"SBrkr",1176,0,0,1176,1,0,1,0,2,1,3,5,7,0,0,"Attchd",1969,1,1,360,3,3,2,0,92,0,0,112,0,0,"None","None",0,"12","2006","WD","Abnorml",NA,2,0,37,0,2352,204,2861
"2862","2 story 1946 & newer","RL",62,7162,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Hip","CompShg","HdBoard","Stucco",1,190,4,3,"PConc",4,3,1,1,0,1,0,796,796,"GasA",5,1,"SBrkr",806,918,0,1724,0,0,2,1,3,1,4,8,7,1,4,"BuiltIn",2003,3,2,616,3,3,2,168,57,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",NA,2.5,1,2,0,2520,57,2862
"2863","1 story 1946 & newer","RL",75,8050,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",6,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,3,6,475,5,297,142,914,"GasA",5,1,"SBrkr",914,0,0,914,1,0,1,0,2,1,4,4,7,0,0,"No Garage",2002,0,0,0,0,0,0,32,0,0,0,0,0,0,"None","None",0,"4","2006","WD","Normal",NA,2,0,4,0,1828,0,2863
"2864","2 story 1946 & newer","RL",90,11060,1,"None",2,"Lvl","Corner",2,"Edwards","Norm","Norm","1Fam","2Story",7,5,2003,2005,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",5,3,1,1,0,1,0,1150,1150,"GasA",5,1,"SBrkr",1164,1150,0,2314,0,0,2,1,3,1,4,9,7,1,5,"BuiltIn",2003,3,2,502,3,3,2,0,274,0,0,0,0,0,"None","None",0,"2","2006","ConLD","Normal",NA,2.5,1,1,0,3464,274,2864
"2865","PUD multilevel w/split lev/foyer","RM",35,3675,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd",1,82,3,3,"PConc",4,3,4,6,547,1,0,0,547,"GasA",4,1,"SBrkr",1072,0,0,1072,1,0,1,0,2,1,3,5,7,0,0,"Basment",2005,3,2,525,3,3,2,0,44,0,0,0,0,0,"None","None",0,"10","2006","New","Partial",NA,2,1,0,0,1619,44,2865
"2866","2 story PUD 1946 & newer","RM",24,2522,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",2,50,4,3,"PConc",4,3,1,1,0,1,0,970,970,"GasA",5,1,"SBrkr",970,739,0,1709,0,0,2,0,3,1,4,7,3,0,0,"Detchd",2004,1,2,380,3,3,2,0,40,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",NA,2,0,2,0,2679,40,2866
